rating,date,content,content_preprocess,content_len,content_word_count,year,month,weekday,sentiment,bow_가다,bow_가볍다,bow_감동,bow_기대,bow_꾸다,bow_내용,bow_동화,bow_따뜻하다,bow_마음,bow_받다,bow_백화점,bow_베스트셀러,bow_상상력,bow_생각,bow_선물,bow_소설,bow_소재,bow_시간,bow_신선하다,bow_아이,bow_이야기,bow_읽히다,bow_자다,bow_재미,bow_재미있다,bow_재밌다,bow_좋다,bow_주문,bow_추천,bow_흥미롭다
5.0,2022-08-25,재밌어요,재밌다,4,1,2022,8,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-08-25,재밌어요,재밌다,4,1,2022,8,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-08-22,재밌게 잘봤어요,재밌다,8,2,2022,8,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-08-17,마지막에 살짝 울컥,마지막 살짝,10,3,2022,8,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-08-17,내용은 잘 모르겠지만 초등딸아이가 사달라고해서 구매했습니다 어린이들 읽어도 되는 거겠죠?,내용 자다 모르다 초등 딸아이 달라 고해 어린이 거 겠다,49,10,2022,8,2,positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,2022-08-15,꿈속에서몽글몽글,꿈속,8,1,2022,8,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-08-15,새롭다... 진짜 정말 재밌어요,새롭다 진짜 재밌다,17,4,2022,8,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-08-13,상상력에 감탄했어요.,상상력 감탄,11,2,2022,8,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-08-12,겨울에 읽으면 더 좋을 것 같은 따뜻한 분위기의 책. 즐겁게 읽었습니다,겨울 좋다 따뜻하다 분위기 즐겁다,39,11,2022,8,4,positive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2022-08-11,참 좋은 책 입니다,차다 좋다,10,4,2022,8,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2022-08-10,잘봤습니다,,5,1,2022,8,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-08-10,유명한 소설이길래 도전해봤습니다,유명하다 소설 이기다 도전 해봤다,17,3,2022,8,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-08-08,중간에 지루한 부분이 있어 읽다가 며칠동안 안 읽었지만 다시 읽었다. 재밌었다!,중간 지루하다 부분 며칠 동안 안 다시 재밌다,44,11,2022,8,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-08-06,짱재밌당,재밌다,4,1,2022,8,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-08-03,재미있게 읽고 있어요,재미있다,11,3,2022,8,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2022-07-28,자는 것을 좋아하는 이유를 찾았다,자다 좋아하다 이유 찾다,18,5,2022,7,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,2022-07-27,잘 읽었습니다.,자다,8,2,2022,7,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,2022-07-16,너무 재미있어서 순식간에 다읽고 2권까지 읽기 시작합니다,재미있다 순식간 2 권 시작,31,7,2022,7,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2022-07-10,괜찮아요,괜찮다,4,1,2022,7,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-07-09,재미있어요,재미있다,5,1,2022,7,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2022-07-06,재밌어여,재밌다,4,1,2022,7,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-07-06,재밌어요,재밌다,4,1,2022,7,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-07-05,"유명한데는 이유가 있었네요, 너무 재미있게 잘 읽었어요! 추천합니다~",유명하다 이유 재미있다 자다 추천,38,8,2022,7,1,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5.0,2022-07-04,굿굿,굿굿,2,1,2022,7,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-06-24,"좋은 책, 잘 봤습니다~",좋다 자다,13,4,2022,6,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5.0,2022-06-08,잘봤어요,,4,1,2022,6,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-06-08,잘 읽겠습니다,자다,7,2,2022,6,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,2022-06-08,좋은 책 입니다,좋다,8,3,2022,6,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2022-06-02,어른들이 필수로 읽어야하는 동화책,어른 필수 야하다 동화책,18,4,2022,6,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-06-01,☆☆☆☆☆,,5,1,2022,6,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-05-25,좋아요,좋다,3,1,2022,5,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2022-05-25,재밌게잘읽었습니다.,재밌다,10,1,2022,5,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-05-18,재밌게 읽었어요~,재밌다,9,2,2022,5,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-05-16,몰입감도 좋고 재미있는 주제라 재미있게 읽었음,몰입 감다 좋다 재미있다 주제 재미있다,25,6,2022,5,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
5.0,2022-05-14,재밌어요. 2권은 언제 나올까요?,재밌다 2 권 언제 요,18,4,2022,5,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-05-13,재밌습니다,재밌다,5,1,2022,5,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-05-10,진짜 시간 가는 줄 모르고 집중해서 읽어버렸어요....,진짜 시간 가다 줄 모르다 집중 버리다,30,7,2022,5,1,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-05-02,너무 재미있습니다,재미있다,9,2,2022,5,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2022-04-30,만족스러운 소설이었다 참신,만족스럽다 소설 참신,14,3,2022,4,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-04-30,판타지와 꿈의 대화의 오묘한 경계를 넘나드는 감동 소설,판타지 꿈 대화 오묘하다 경계 넘다 감동 소설,30,8,2022,4,5,positive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-04-27,너무 재밌게 읽었어요. 아이디어가 너무 좋아요,재밌다 아이디어 좋다,25,6,2022,4,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5.0,2022-04-26,기발한 아이디어! 잼있어요,기발하다 아이디어 재다,14,3,2022,4,1,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-04-24,소재가 독특하고 재밌네요,소재 독특하다 재밌다,13,3,2022,4,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-04-24,너무 재미있게 읽었어요,재미있다,12,3,2022,4,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2022-04-20,훈훈한 느낌의 이야기라서 힐링이 됩니다.,훈훈하다 이야기 힐링,22,5,2022,4,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.0,2022-04-20,좋아요,좋다,3,1,2022,4,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2022-04-18,잘읽었습니다,,6,1,2022,4,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-04-15,꿈에 대해 좀더 흥미롭게 바라볼수 있는 책이예요,꿈 대해 좀더 흥미롭다 바라보다,26,7,2022,4,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.0,2022-04-12,유명한덴 이유가 있다,유명하다 덴 이유,11,3,2022,4,1,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-04-03,좋아요,좋다,3,1,2022,4,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2022-04-03,좋아요,좋다,3,1,2022,4,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2022-03-31,읽기 편하고 잔잔한 감동까지 있는 좋은 작품,편하다 잔잔하다 감동 좋다 작품,24,7,2022,3,3,positive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2022-03-29,너.무.좋.아.,너 무 좋다,8,1,2022,3,1,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2022-03-28,시간 가는 줄 모으고 읽었어요 재밌습니다,시간 가다 줄 모으다 재밌다,22,6,2022,3,0,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-03-28,이 책을 읽으면서 많은 위로를 받았고 많은 공감을 하게 되었습니다.,많다 위로 받다 많다 공감 되어다,37,10,2022,3,0,positive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-03-27,"기발한 상상력과 현실의 유기적인 조합, 탄탄하고 세심한 세계관, 사랑스럽고 신비로운 인물들",기발하다 상상력 현실 유기 조합 탄탄하다 세심 세계관 사랑스럽다 신비롭다 인물,50,11,2022,3,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-03-26,가볍게읽기좋아요,가볍다 좋다,8,1,2022,3,5,positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2022-03-26,너무 좋아요. 작가님 좋은 글 감사드려요,좋다 작가 좋다 글 감사 드리다,22,6,2022,3,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
5.0,2022-03-23,딸랑구가 꼭 읽어보고 싶다고 해서 주문했습니다,딸 구가 꼭 보고 주문,25,6,2022,3,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,2022-03-20,꿈을 꾸는듯한 가볍게 읽기 좋은 책입니다.,꿈 꾸다 가볍다 좋다,23,6,2022,3,6,positive,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2022-03-20,아이가 꼭 읽어 보고 싶다고 해서 주문했어요. 좋아하네요^^,아이 꼭 보고 주문 좋아하다,33,8,2022,3,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5.0,2022-03-20,잠자리에서 펼쳤는데 잠 못 들게 만드는 이야기,잠자리 펼치다 잠 못 만들다 이야기,25,7,2022,3,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.0,2022-03-18,꿈에 대해 생각해보게 되고 흥미로웠어요,꿈 대해 생각 해보다 흥미롭다,21,5,2022,3,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.0,2022-03-17,영화로 나왔으면 좋겠어요 ㅠㅠ 마음을 울리는 주옥같은 말들이 너무 많아요.,영화로 좋다 마음 울리다 주옥 말 많다,41,10,2022,3,3,positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2022-03-16,재밌어요,재밌다,4,1,2022,3,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-03-16,재밌어요,재밌다,4,1,2022,3,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-03-15,재미있게 읽음,재미있다,7,2,2022,3,1,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2022-03-14,잘 보겠습니다,자다,7,2,2022,3,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,2022-03-14,회사에서 점심시간마다 한두장이라도 꼭 읽었습니다. 정말재밌어요ㅎㅎ,회사 점심시간 장 꼭 재밌다,36,6,2022,3,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-03-14,잘 읽었어요.,자다,7,2,2022,3,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,2022-03-14,오랜만에 홀린듯이 재밌게 읽은 책,만 홀린 듯이 재밌다,18,5,2022,3,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-03-12,꿈을 많이 꾸는 입장으로 정말 즐겁게 읽음. 중간중간 건네주는 위로는 마음을 따뜻하게 한다.,꿈 꾸다 입장 즐겁다 중간 중간 건네주다 위로 마음 따뜻하다,51,13,2022,3,5,positive,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-03-11,"아이가 너무 읽고 싶어해서 1,2권 다 구매했는데 재밌다고 하네요",아이 12 권 재밌다,36,9,2022,3,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.0,2022-03-11,기분좋아지는 책이었어요 ^^,기분 좋아지다,15,3,2022,3,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-03-06,흥미로운 소재 가볍게 읽기 좋아요~,흥미롭다 소재 가볍다 좋다,19,5,2022,3,6,positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5.0,2022-03-03,아직 안 읽어봤는데 얼른 읽고싶네요,안 얼른,19,5,2022,3,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-02-28,오랜만에 소설을!,만 소설,9,2,2022,2,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-02-21,재미있게 읽었어요.,재미있다,10,2,2022,2,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2022-02-21,흥미로운 소재라서 너무 재밌게 읽혀요,흥미롭다 소재 재밌다 읽히다,20,5,2022,2,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5.0,2022-02-21,시간 가는줄도 모르고 읽은 재미있는 책,시간 가다 모르다 재미있다,21,6,2022,2,0,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2022-02-19,진짜 추천하고 싶은 책,진짜 추천,12,4,2022,2,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.0,2022-02-18,달러구트 꿈 백화점,달러 구트 꿈 백화점,10,3,2022,2,4,positive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-02-14,소재도 신선하고 기분좋게 재밌어요.,소재 신선하다 기분 좋다 재밌다,19,4,2022,2,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
5.0,2022-02-12,몰입이 너무 잘되는 책 ㅠㅠ,몰입,15,5,2022,2,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-02-10,꿈을 소재로하여 몽환적이지만 짜임새있는 구성이 인상적이었습니다.,꿈 소재 몽환 짜임새 구성 인상,35,6,2022,2,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-02-09,아이가 재미있어 하네요.,아이 재미있다,13,3,2022,2,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5.0,2022-02-07,잘 읽겠습니다,자다,7,2,2022,2,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,2022-02-04,잘볼게요,,4,1,2022,2,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-02-02,진짜 재미있게 읽고 있는중이예요!!,진짜 재미있다 중이,19,4,2022,2,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2022-01-29,재밌다고해서 구매,재밌다 고해,9,2,2022,1,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-01-29,잘 읽었어요,자다,6,2,2022,1,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,2022-01-28,재미있어요,재미있다,5,1,2022,1,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2022-01-22,어른과 아이 모두 가볍게 읽기 좋은 내용의 책입니다,어른 아이 모두 가볍다 좋다 내용,28,8,2022,1,5,positive,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.0,2022-01-21,동생한테 선물했는데 재밌게 읽었다네요^^,동생 선물 재밌다,22,4,2022,1,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-01-20,꿈에대한 이견을 일러주어 재밌네요,꿈 대한 이견 이르다 재밌다,18,4,2022,1,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-01-16,도사관에서 못구해서요,도 사관 못 구해 서요,11,2,2022,1,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-01-12,아이가 재미있게 읽었어요,아이 재미있다,13,3,2022,1,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5.0,2022-01-06,재밌어요,재밌다,4,1,2022,1,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2022-01-05,중학생 딸아이가 아주 재미있게 잘 읽었어요.,중학생 딸아이 아주 재미있다 자다,24,6,2022,1,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5.0,2022-01-03,재미있게 잘봤어요!!,재미있다,11,2,2022,1,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2022-01-03,영화보는것처럼 읽다보면 눈앞에 그려짐,영화 눈앞 그려지다,20,4,2022,1,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-01-02,재밌게 잘 읽었어요 ! 책 표지가 참 예쁘네요 ~,재밌다 자다 표지 차다 예쁘다,27,9,2022,1,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5.0,2022-01-02,"잔잔하게 마음을 울리는 책, 읽는 동안 꿈 같았던 책",잔잔하다 마음 울리다 동안 꿈,29,9,2022,1,6,positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2022-01-01,아이들과 함께 읽으려고 샀어요,아이 사다,16,4,2022,1,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.0,2021-12-30,너무 재미읽게 읽었습니다,재미,13,3,2021,12,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.0,2021-12-26,딸에게 선물했어요,딸 선물,9,2,2021,12,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-12-24,재밌게 잘 읽었습니다,재밌다 자다,11,3,2021,12,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5.0,2021-12-23,재밌었어요~ 아들도 같이 읽었어요^^,재밌다 아들,20,4,2021,12,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-12-21,최고입니다!!!,최고,8,1,2021,12,1,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-12-20,잘 읽었습니다,자다,7,2,2021,12,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,2021-12-19,자는시간이 기대되요!! 실제로 꿈백화점이있으면 좋겠고 너무너무너무 재밌어요!!!,자다 시간 기대다 요 실제 꿈 백화점 좋다 재밌다,44,7,2021,12,6,positive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
5.0,2021-12-14,꿈을 잃어버린 이에게 추천해요,꿈 잃어버리다 추천,16,4,2021,12,1,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.0,2021-12-10,재밌었습니다,재밌다,6,1,2021,12,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-12-09,잘 봤습니다,자다,6,2,2021,12,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,2021-12-09,소장용으로 구매했습니다,장용,12,2,2021,12,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-12-07,아이들이 너무 재미있게 읽었어요. 진짜 베스트셀러,아이 재미있다 진짜 베스트셀러,27,6,2021,12,1,positive,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5.0,2021-12-03,재미있어요,재미있다,5,1,2021,12,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2021-11-22,좋아요,좋다,3,1,2021,11,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
